1Chr 1:1 man/mankind [שֵׁת] Enosh
1Chr 1:2 [קֵינָן] [מַהֲלַלְאֵל] [יָרֶד] | [KJV:] Kenan, Mahalaleel, Jered,
1Chr 1:33 [וּבְנֵי] Midian [עֵיָה] [וָעֵֶר] [וַחֲנוֹךְ] [וַאֲבִידָע] [וְאֶלְדָּעָה] [כָּל] [אֵלֶּה] [בְּנֵי] [קְטוּרָה] | [KJV:] And the sons of Midian; Ephah, and Epher, and Henoch, and Abida, and Eldaah. All these are the sons of Keturah.
1Chr 1:34 and [he] begat Abraham [with] Isaac [בְּנֵי] Isaac [עֵשָׂו] [וְיִשְׂרָאֵל]
1Chr 1:35 [בְּנֵי] [עֵשָׂו] [אֱלִיַז] [רְעוּאֵל] [וִיעוּשׁ] [וְיַעְלָם] [וְקֹרַח] | [KJV:] The sons of Esau; Eliphaz, Reuel, and Jeush, and Jaalam, and Korah.
1Chr 1:36 [בְּנֵי] [אֱלִיָז] [תֵּימָן] [וְאוֹמָר] [צְִי] [וְגַעְתָּם] [קְנַז] [וְתִמְנָע] [וַעֲמָלֵק] | [KJV:] The sons of Eliphaz; Teman, and Omar, Zephi, and Gatam, Kenaz, and Timna, and Amalek.
1Chr 1:37 [בְּנֵי] [רְעוּאֵל] [נַחַת] [זֶרַח] [שַׁמָּה] [וּמִזָּה] | [KJV:] The sons of Reuel; Nahath, Zerah, Shammah, and Mizzah.
1Chr 1:38 [וּבְנֵי] [שֵׂעִיר] [לוֹטָן] [וְשׁוֹבָל] [וְצִבְעוֹן] [וַעֲנָה] [וְדִישֹׁן] [וְאֵצֶר] [וְדִישָׁן] | [KJV:] And the sons of Seir; Lotan, and Shobal, and Zibeon, and Anah, and Dishon, and Ezar, and Dishan.
1Chr 1:39 [וּבְנֵי] [לוֹטָן] [חֹרִי] [וְהוֹמָם] [וַאֲחוֹת] [לוֹטָן] [תִּמְנָע] | [KJV:] And the sons of Lotan; Hori, and Homam: and Timna was Lotan's sister.
1Chr 1:40 [בְּנֵי] [שׁוֹבָל] [עַלְיָן] [וּמָנַחַת] [וְעֵיבָל] [שְִׁי] [וְאוֹנָם] [וּבְנֵי] [צִבְעוֹן] [אַיָּה] [וַעֲנָה] | [KJV:] The sons of Shobal; Alian, and Manahath, and Ebal, Shephi, and Onam. and the sons of Zibeon; Aiah, and Anah.
1Chr 1:41 [בְּנֵי] [עֲנָה] [דִּישׁוֹן] [וּבְנֵי] [דִישׁוֹן] [חַמְרָן] [וְאֶשְׁבָּן] [וְיִתְרָן] [וּכְרָן] | [KJV:] The sons of Anah; Dishon. And the sons of Dishon; Amram, and Eshban, and Ithran, and Cheran.
1Chr 1:42 [בְּנֵי] [אֵצֶר] [בִּלְהָן] [וְזַעֲוָן] [יַעֲקָן] [בְּנֵי] [דִישׁוֹן] [עוּץ] [וַאֲרָן] | [KJV:] The sons of Ezer; Bilhan, and Zavan, and Jakan. The sons of Dishan; Uz, and Aran.
1Chr 1:43 [וְאֵלֶּה] [הַמְּלָכִים] [אֲשֶׁר] [מָלְכוּ] [בְּאֶרֶץ] [אֱדוֹם] [לְִנֵי] [מְלָךְ] king to/for sons of [יִשְׂרָאֵל] [בֶּלַע] [בֶּן] [בְּעוֹר] [וְשֵׁם] [עִירוֹ] [דִּנְהָבָה] | [KJV:] Now these are the kings that reigned in the land of Edom before any king reigned over the children of Israel; Bela the son of Beor: and the name of his city was Dinhabah.
1Chr 1:44 [וַיָּמָת] [בָּלַע] [וַיִּמְלֹךְ] [תַּחְתָּיו] [יוֹבָב] [בֶּן] [זֶרַח] [מִבָּצְרָה] | [KJV:] And when Bela was dead, Jobab the son of Zerah of Bozrah reigned in his stead.
1Chr 1:45 [וַיָּמָת] [יוֹבָב] [וַיִּמְלֹךְ] [תַּחְתָּיו] [חוּשָׁם] from [the] land [הַתֵּימָנִי] | [KJV:] And when Jobab was dead, Husham of the land of the Temanites reigned in his stead.
1Chr 1:46 [וַיָּמָת] [חוּשָׁם] [וַיִּמְלֹךְ] [תַּחְתָּיו] [הֲדַד] [בֶּן] [בְּדַד] [הַמַּכֶּה] [with] Midian [בִּשְׂדֵה] Moab [וְשֵׁם] [עִירוֹ] [עֲיוֹת] | [KJV:] And when Husham was dead, Hadad the son of Bedad, which smote Midian in the field of Moab, reigned in his stead: and the name of his city was Avith.
1Chr 1:47 [וַיָּמָת] [הֲדָד] [וַיִּמְלֹךְ] [תַּחְתָּיו] [שַׂמְלָה] [מִמַּשְׂרֵקָה] | [KJV:] And when Hadad was dead, Samlah of Masrekah reigned in his stead.
1Chr 1:48 [וַיָּמָת] [שַׂמְלָה] [וַיִּמְלֹךְ] [תַּחְתָּיו] [שָׁאוּל] [מֵרְחֹבוֹת] [הַנָּהָר] | [KJV:] And when Samlah was dead, Shaul of Rehoboth by the river reigned in his stead.
1Chr 1:49 [וַיָּמָת] [שָׁאוּל] [וַיִּמְלֹךְ] [תַּחְתָּיו] [בַּעַל] [חָנָן] [בֶּן] [עַכְבּוֹר] | [KJV:] And when Shaul was dead, Baalhanan the son of Achbor reigned in his stead.
1Chr 1:50 [וַיָּמָת] [בַּעַל] [חָנָן] [וַיִּמְלֹךְ] [תַּחְתָּיו] [הֲדַד] [וְשֵׁם] [עִירוֹ] [ָּעִי] [וְשֵׁם] [אִשְׁתּוֹ] [מְהֵיטַבְאֵל] [בַּת] [מַטְרֵד] [בַּת] [מֵי] gold | [KJV:] And when Baalhanan was dead, Hadad reigned in his stead: and the name of his city was Pai; and his wife's name was Mehetabel, the daughter of Matred, the daughter of Mezahab.
1Chr 1:51 [וַיָּמָת] [הֲדָד] [וַיִּהְיוּ] [אַלּוֵּי] [אֱדוֹם] [אַלּוּף] [תִּמְנָע] [אַלּוּף] [עַלְיָה] [אַלּוּף] [יְתֵת] | [KJV:] Hadad died also. And the dukes of Edom were; duke Timnah, duke Aliah, duke Jetheth,
1Chr 1:52 [אַלּוּף] [אָהֳלִיבָמָה] [אַלּוּף] [אֵלָה] [אַלּוּף] [ִּינֹן] | [KJV:] Duke Aholibamah, duke Elah, duke Pinon,
1Chr 1:53 [אַלּוּף] [קְנַז] [אַלּוּף] [תֵּימָן] [אַלּוּף] [מִבְצָר] | [KJV:] Duke Kenaz, duke Teman, duke Mibzar,
1Chr 1:54 [אַלּוּף] [מַגְדִּיאֵל] [אַלּוּף] [עִירָם] [אֵלֶּה] [אַלּוֵּי] [אֱדוֹם] | [KJV:] Duke Magdiel, duke Iram. These are the dukes of Edom.
1Chr 2:1 [אֵלֶּה] [בְּנֵי] [יִשְׂרָאֵל] Reuben [שִׁמְעוֹן] Levi [וִיהוּדָה] [יִשָׂשכָר] [וּזְבֻלוּן] | [KJV:] These are the sons of Israel; Reuben, Simeon, Levi, and Judah, Issachar, and Zebulun,
1Chr 2:2 [דָּן] [יוֵֹף] [וּבִנְיָמִן] [נְַתָּלִי] [גָּד] [וְאָשֵׁר] | [KJV:] Dan, Joseph, and Benjamin, Naphtali, Gad, and Asher.
1Chr 2:3 [בְּנֵי] Judah [עֵר] [וְאוֹנָן] [וְשֵׁלָה] [שְׁלוֹשָׁה] [נוֹלַד] to him [מִבַּת] [שׁוּעַ] [הַכְּנַעֲנִית] and there was [עֵר] [בְּכוֹר] Judah bad [בְּעֵינֵי] YHWH/[the] LORD [וַיְמִיתֵהוּ] | [KJV:] The sons of Judah; Er, and Onan, and Shelah: which three were born unto him of the daughter of Shua the Canaanitess. And Er, the firstborn of Judah, was evil in the sight of the Lord; and he slew him.
1Chr 2:4 [וְתָמָר] [כַּלָּתוֹ] [יָלְדָה] [לּוֹ] [with] [ֶּרֶץ] and [with/acc] [זָרַח] [כָּל] [בְּנֵי] Judah [חֲמִשָּׁה] | [KJV:] And Tamar his daughter in law bore him Pharez and Zerah. All the sons of Judah were five.
1Chr 2:5 [בְּנֵי] [ֶרֶץ] [חֶצְרוֹן] [וְחָמוּל] | [KJV:] The sons of Pharez; Hezron, and Hamul.
1Chr 2:6 [וּבְנֵי] [זֶרַח] [זִמְרִי] [וְאֵיתָן] [וְהֵימָן] [וְכַלְכֹּל] [וָדָרַע] [כֻּלָּם] [חֲמִשָּׁה] | [KJV:] And the sons of Zerah; Zimri, and Ethan, and Heman, and Calcol, and Dara: five of them in all.
1Chr 2:7 [וּבְנֵי] [כַּרְמִי] [עָכָר] [עוֹכֵר] [יִשְׂרָאֵל] [אֲשֶׁר] [מָעַל] [בַּחֵרֶם] | [KJV:] And the sons of Carmi; Achar, the troubler of Israel, who transgressed in the thing accursed.
1Chr 2:8 [וּבְנֵי] [אֵיתָן] [עֲזַרְיָה] | [KJV:] And the sons of Ethan; Azariah.
1Chr 2:9 [וּבְנֵי] [חֶצְרוֹן] [אֲשֶׁר] [נוֹלַד] to him [with] [יְרַחְמְאֵל] and [with/acc] [רָם] and [with/acc] [כְּלוּבָי] | [KJV:] The sons also of Hezron, that were born unto him; Jerahmeel, and Ram, and Chelubai.
1Chr 2:10 [וְרָם] [he] begat [with] [עַמִּינָדָב] [וְעַמִּינָדָב] [he] begat [with] [נַחְשׁוֹן] [נְשִׂיא] [בְּנֵי] Judah | [KJV:] And Ram begat Amminadab; and Amminadab begat Nahshon, prince of the children of Judah;
1Chr 2:11 [וְנַחְשׁוֹן] [he] begat [with] [שַׂלְמָא] [וְשַׂלְמָא] [he] begat [with] [בֹּעַז] | [KJV:] And Nahshon begat Salma, and Salma begat Boaz,
1Chr 2:12 [וּבֹעַז] [he] begat [with] Obed [וְעוֹבֵד] [he] begat [with] [יִשָׁי] | [KJV:] And Boaz begat Obed, and Obed begat Jesse,
1Chr 2:13 [וְאִישַׁי] [he] begat [with] [בְּכֹרוֹ] [with] [אֱלִיאָב] [וַאֲבִינָדָב] [הַשֵּׁנִי] [וְשִׁמְעָא] [הַשְּׁלִישִׁי] | [KJV:] And Jesse begat his firstborn Eliab, and Abinadab the second, and Shimma the third,
1Chr 2:14 [נְתַנְאֵל] [הָרְבִיעִי] [רַדַּי] [הַחֲמִישִׁי] | [KJV:] Nethaneel the fourth, Raddai the fifth,
1Chr 2:15 [אֹצֶם] [הַשִּׁשִּׁי] [דָּוִיד] [הַשְּׁבִעִי] | [KJV:] Ozem the sixth, David the seventh:
1Chr 2:16 [וְאַחְיֹתֵיהֶם] [צְרוּיָה] [וַאֲבִיגָיִל] [וּבְנֵי] [צְרוּיָה] [אַבְשַׁי] [וְיוֹאָב] [וַעֲשָׂה] to/toward [God] [שְׁלֹשָׁה] | [KJV:] Whose sisters were Zeruiah, and Abigail. And the sons of Zeruiah; Abishai, and Joab, and Asahel, three.
1Chr 2:17 [וַאֲבִיגַיִל] [יָלְדָה] [with] [עֲמָשָׂא] [וַאֲבִי] [עֲמָשָׂא] [יֶתֶר] [הַיִּשְׁמְעֵאלִי] | [KJV:] And Abigail bare Amasa: and the father of Amasa was Jether the Ishmeelite.
1Chr 2:18 [וְכָלֵב] [בֶּן] [חֶצְרוֹן] [he] begat [with] [עֲזוּבָה] [אִשָּׁה] and [with/acc] [יְרִיעוֹת] [וְאֵלֶּה] [בָנֶיהָ] [יֵשֶׁר] [וְשׁוֹבָב] [וְאַרְדּוֹן] | [KJV:] And Caleb the son of Hezron begat children of Azubah his wife, and of Jerioth: her sons are these; Jesher, and Shobab, and Ardon.
1Chr 2:19 [וַתָּמָת] [עֲזוּבָה] [וַיִּקַּח] to him [כָלֵב] [with] [אְֶרָת] [וַתֵּלֶד] to him [with] [חוּר] | [KJV:] And when Azubah was dead, Caleb took unto him Ephrath, which bare him Hur.
1Chr 2:20 [וְחוּר] [he] begat [with] [אוּרִי] [וְאוּרִי] [he] begat [with] [בְּצַלְאֵל] | [KJV:] And Hur begat Uri, and Uri begat Bezaleel.
1Chr 2:21 [וְאַחַר] [בָּא] [חֶצְרוֹן] to/toward [בַּת] [מָכִיר] my father Gilead [וְהוּא] [לְקָחָהּ] [וְהוּא] [בֶּן] [שִׁשִּׁים] [שָׁנָה] [וַתֵּלֶד] to him [with] [שְׂגוּב] | [KJV:] And afterward Hezron went in to the daughter of Machir the father of Gilead, whom he married when he was threescore years old; and she bare him Segub.
1Chr 2:22 [וּשְׂגוּב] [he] begat [with] [יָאִיר] and there was to him [עֶשְׂרִים] [וְשָׁלוֹשׁ] cities [בְּאֶרֶץ] [הַגִּלְעָד]
1Chr 2:23 [וַיִּקַּח] [גְּשׁוּר] [וַאֲרָם] [with] [חַוֹּת] [יָאִיר] [מֵאִתָּם] [with] [קְנָת] and [with/acc] [בְּנֹתֶיהָ] [שִׁשִּׁים] city [כָּל] [אֵלֶּה] [בְּנֵי] [מָכִיר] my father Gilead | [KJV:] And he took Geshur, and Aram, with the towns of Jair, from them, with Kenath, and the towns thereof, even threescore cities. All these belonged to the sons of Machir the father of Gilead.
1Chr 2:24 [וְאַחַר] [מוֹת] [חֶצְרוֹן] [בְּכָלֵב] [אְֶרָתָה] [וְאֵשֶׁת] [חֶצְרוֹן] [אֲבִיָּה] [וַתֵּלֶד] to him [with] [אַשְׁחוּר] my father [תְקוֹעַ] | [KJV:] And after that Hezron was dead in Calebephratah, then Abiah Hezron's wife bare him Ashur the father of Tekoa.
1Chr 2:25 [וַיִּהְיוּ] sons of [יְרַחְמְאֵל] [בְּכוֹר] [חֶצְרוֹן] [הַבְּכוֹר] [רָם] [וּבוּנָה] [וָאֹרֶן] [וָאֹצֶם] [אֲחִיָּה] | [KJV:] And the sons of Jerahmeel the firstborn of Hezron were, Ram the firstborn, and Bunah, and Oren, and Ozem, and Ahijah.
1Chr 2:26 [וַתְּהִי] [אִשָּׁה] [אַחֶרֶת] [לִירַחְמְאֵל] [וּשְׁמָהּ] [עֲטָרָה] she mother [אוֹנָם] | [KJV:] Jerahmeel had also another wife, whose name was Atarah; she was the mother of Onam.
1Chr 2:27 [וַיִּהְיוּ] sons of [רָם] [בְּכוֹר] [יְרַחְמְאֵל] [מַעַץ] [וְיָמִין] [וָעֵקֶר] | [KJV:] And the sons of Ram the firstborn of Jerahmeel were, Maaz, and Jamin, and Eker.
1Chr 2:28 [וַיִּהְיוּ] sons of [אוֹנָם] [שַׁמַּי] [וְיָדָע] [וּבְנֵי] [שַׁמַּי] [נָדָב] [וַאֲבִישׁוּר] | [KJV:] And the sons of Onam were, Shammai, and Jada. And the sons of Shammai; Nadab and Abishur.
1Chr 2:29 [וְשֵׁם] [אֵשֶׁת] [אֲבִישׁוּר] [אֲבִיהָיִל] [וַתֵּלֶד] to him [with] [אַחְבָּן] and [with/acc] [מוֹלִיד] | [KJV:] And the name of the wife of Abishur was Abihail, and she bare him Ahban, and Molid.
1Chr 2:30 [וּבְנֵי] [נָדָב] [ֶלֶד] [וְאַָּיִם] [וַיָּמָת] [ֶלֶד] not [בָנִים] | [KJV:] And the sons of Nadab; Seled, and Appaim: but Seled died without children.
1Chr 2:31 [וּבְנֵי] [אַַּיִם] [יִשְׁעִי] [וּבְנֵי] [יִשְׁעִי] [שֵׁשָׁן] [וּבְנֵי] [שֵׁשָׁן] [אַחְלָי] | [KJV:] And the sons of Appaim; Ishi. And the sons of Ishi; Sheshan. And the children of Sheshan; Ahlai.
1Chr 2:32 [וּבְנֵי] [יָדָע] [אֲחִי] [שַׁמַּי] [יֶתֶר] [וְיוֹנָתָן] [וַיָּמָת] [יֶתֶר] not [בָנִים] | [KJV:] And the sons of Jada the brother of Shammai; Jether, and Jonathan: and Jether died without children.
1Chr 2:33 [וּבְנֵי] [יוֹנָתָן] [ֶּלֶת] [וְזָזָא] [אֵלֶּה] they were [בְּנֵי] [יְרַחְמְאֵל] | [KJV:] And the sons of Jonathan; Peleth, and Zaza. These were the sons of Jerahmeel.
1Chr 2:34 and not [he] was [לְשֵׁשָׁן] [בָּנִים] [כִּי] if [בָּנוֹת] [וּלְשֵׁשָׁן] servant [מִצְרִי] [וּשְׁמוֹ] [יַרְחָע] | [KJV:] Now Sheshan had no sons, but daughters. And Sheshan had a servant, an Egyptian, whose name was Jarha.
1Chr 2:35 [וַיִּתֵּן] [שֵׁשָׁן] [with] [בִּתּוֹ] [לְיַרְחָע] [עַבְדּוֹ] [לְאִשָּׁה] [וַתֵּלֶד] to him [with] [עַתָּי] | [KJV:] And Sheshan gave his daughter to Jarha his servant to wife; and she bare him Attai.
1Chr 2:36 [וְעַתַּי] [הֹלִיד] [with] [נָתָן] [וְנָתָן] [he] begat [with] [זָבָד] | [KJV:] And Attai begat Nathan, and Nathan begat Zabad,
1Chr 2:37 [וְזָבָד] [he] begat [with] [אְֶלָל] [וְאְֶלָל] [he] begat [with] Obed | [KJV:] And Zabad begat Ephlal, and Ephlal begat Obed,
1Chr 2:38 [וְעוֹבֵד] [he] begat [with] [יֵהוּא] [וְיֵהוּא] [he] begat [with] [עֲזַרְיָה] | [KJV:] And Obed begat Jehu, and Jehu begat Azariah,
1Chr 2:39 [וַעֲזַרְיָה] [הֹלִיד] [with] [חָלֶץ] [וְחֶלֶץ] [הֹלִיד] [with] [אֶלְעָשָׂה] | [KJV:] And Azariah begat Helez, and Helez begat Eleasah,
1Chr 2:40 [וְאֶלְעָשָׂה] [הֹלִיד] [with] [ְִמָי] [וְְִמַי] [הֹלִיד] [with] [שַׁלּוּם] | [KJV:] And Eleasah begat Sisamai, and Sisamai begat Shallum,
1Chr 2:41 [וְשַׁלּוּם] [he] begat [with] [יְקַמְיָה] [וִיקַמְיָה] [הֹלִיד] [with] [אֱלִישָׁמָע] | [KJV:] And Shallum begat Jekamiah, and Jekamiah begat Elishama.
1Chr 2:42 [וּבְנֵי] [כָלֵב] [אֲחִי] [יְרַחְמְאֵל] [מֵישָׁע] [בְּכֹרוֹ] he my father [זִיף] [וּבְנֵי] [מָרֵשָׁה] my father Hebron | [KJV:] Now the sons of Caleb the brother of Jerahmeel were, Mesha his firstborn, which was the father of Ziph; and the sons of Mareshah the father of Hebron.
1Chr 2:43 [וּבְנֵי] Hebron [קֹרַח] [וְתַֻּחַ] [וְרֶקֶם] [וָשָׁמַע] | [KJV:] And the sons of Hebron; Korah, and Tappuah, and Rekem, and Shema.
1Chr 2:44 [וְשֶׁמַע] [he] begat [with] [רַחַם] my father [יָרְקֳעָם] [וְרֶקֶם] [he] begat [with] [שַׁמָּי] | [KJV:] And Shema begat Raham, the father of Jorkoam: and Rekem begat Shammai.
1Chr 2:45 [וּבֶן] [שַׁמַּי] [מָעוֹן] [וּמָעוֹן] my father [בֵית] rock | [KJV:] And the son of Shammai was Maon: and Maon was the father of Bethzur.
1Chr 2:46 [וְעֵיָה] [ִּילֶגֶשׁ] [כָּלֵב] [יָלְדָה] [with] [חָרָן] and [with/acc] [מוֹצָא] and [with/acc] [גָּזֵז] [וְחָרָן] [הֹלִיד] [with] [גָּזֵז] | [KJV:] And Ephah, Caleb's concubine, bare Haran, and Moza, and Gazez: and Haran begat Gazez.
1Chr 2:47 [וּבְנֵי] [יָהְדָּי] [רֶגֶם] [וְיוֹתָם] [וְגֵישָׁן] [וֶָלֶט] [וְעֵיָה] [וָשָׁעַף] | [KJV:] And the sons of Jahdai; Regem, and Jotham, and Gesham, and Pelet, and Ephah, and Shaaph.
1Chr 2:48 [ִּלֶגֶשׁ] [כָּלֵב] [מַעֲכָה] [he] begat [שֶׁבֶר] and [with/acc] [תִּרְחֲנָה] | [KJV:] Maachah, Caleb's concubine, bare Sheber, and Tirhanah.
1Chr 2:49 [וַתֵּלֶד] [שַׁעַף] my father [מַדְמַנָּה] [with] [שְׁוָא] my father [מַכְבֵּנָה] [וַאֲבִי] [גִבְעָא] [וּבַת] [כָּלֵב] [עַכְָה] | [KJV:] She bare also Shaaph the father of Madmannah, Sheva the father of Machbenah, and the father of Gibea: and the daughter of Caleb was Achsa.
1Chr 2:50 [אֵלֶּה] they were [בְּנֵי] [כָלֵב] [בֶּן] [חוּר] [בְּכוֹר] [אְֶרָתָה] [שׁוֹבָל] my father Kiriath [יְעָרִים] | [KJV:] These were the sons of Caleb the son of Hur, the firstborn of Ephratah; Shobal the father of Kirjathjearim.
1Chr 2:51 [שַׂלְמָא] my father [בֵית] [לָחֶם] [חָרֵף] my father [בֵית] [גָּדֵר] | [KJV:] Salma the father of Bethlehem, Hareph the father of Bethgader.
1Chr 2:52 [וַיִּהְיוּ] [בָנִים] [לְשׁוֹבָל] my father Kiriath [יְעָרִים] [הָרֹאֶה] [חֲצִי] [הַמְּנֻחוֹת] | [KJV:] And Shobal the father of Kirjathjearim had sons; Haroeh, and half of the Manahethites.
1Chr 2:53 [וּמִשְְּׁחוֹת] Kiriath [יְעָרִים] [הַיִּתְרִי] [וְהַּוּתִי] [וְהַשֻּׁמָתִי] [וְהַמִּשְׁרָעִי] [מֵאֵלֶּה] [יָצְאוּ] [הַצָּרְעָתִי] [וְהָאֶשְׁתָּאֻלִי] | [KJV:] And the families of Kirjathjearim; the Ithrites, and the Puhites, and the Shumathites, and the Mishraites; of them came the Zareathites, and the Eshtaulites,
